,train,val,test
0,002A,48,007A
1,002B,106A,006A
2,005,106B,006B
3,010A,83,34A
4,010B,85A,34B
5,014B,85B,009B
6,022,85C,009C
7,023A,85D,71
8,023B,50,63
9,023C,74A,86A
10,024,74B,86B
11,025A,37,102
12,025B,011A,53
13,025C,011B,
14,026,011C,
15,36,82,
16,38,,
17,39,,
18,40A,,
19,40B,,
20,40C,,
21,44,,
22,46,,
23,52,,
24,54,,
25,55,,
26,60,,
27,62A,,
28,62B,,
29,62C,,
30,62D,,
31,65,,
32,67A,,
33,67B,,
34,67C,,
35,75,,
36,79,,
37,81A,,
38,81B,,
39,81C,,
40,81D,,
41,87,,
42,88,,
43,91,,
44,98A,,
45,98B,,
46,98C,,
47,101A,,
48,001,,
49,003,,
50,004,,
51,008,,
52,012,,
53,013,,
54,017,,
55,020A,,
56,020B,,
57,021,,
58,33,,
59,35,,
60,41,,
61,42,,
62,47,,
63,49,,
64,56A,,
65,56B,,
66,57,,
67,58,,
68,59,,
69,61,,
70,64,,
71,66,,
72,68,,
73,69A,,
74,69B,,
75,69C,,
76,70,,
77,72A,,
78,72B,,
79,76A,,
80,76B,,
81,76C,,
82,77,,
83,78,,
84,84,,
85,89,,
86,90A,,
87,90B,,
88,92,,
89,93,,
90,94B,,
91,099,,
92,103,,
93,104,,
94,105,,
