,train,val,test
0,002A,60,022
1,002B,009B,014B
2,005,009C,38
3,006A,67A,39
4,006B,67B,71
5,007A,67C,001
6,010A,44,003
7,010B,76A,69A
8,023A,76B,69B
9,023B,76C,69C
10,023C,61,56A
11,024,64,56B
12,025A,84,
13,025B,90A,
14,025C,90B,
15,026,,
16,34A,,
17,34B,,
18,36,,
19,40A,,
20,40B,,
21,40C,,
22,46,,
23,48,,
24,52,,
25,54,,
26,55,,
27,62A,,
28,62B,,
29,62C,,
30,62D,,
31,65,,
32,75,,
33,79,,
34,81A,,
35,81B,,
36,81C,,
37,81D,,
38,83,,
39,85A,,
40,85B,,
41,85C,,
42,85D,,
43,87,,
44,88,,
45,91,,
46,98A,,
47,98B,,
48,98C,,
49,101A,,
50,106A,,
51,106B,,
52,004,,
53,008,,
54,011A,,
55,011B,,
56,011C,,
57,012,,
58,013,,
59,017,,
60,020A,,
61,020B,,
62,021,,
63,33,,
64,35,,
65,37,,
66,41,,
67,42,,
68,47,,
69,49,,
70,50,,
71,53,,
72,57,,
73,58,,
74,59,,
75,63,,
76,66,,
77,68,,
78,70,,
79,72A,,
80,72B,,
81,74A,,
82,74B,,
83,77,,
84,78,,
85,82,,
86,86A,,
87,86B,,
88,89,,
89,92,,
90,93,,
91,94B,,
92,099,,
93,102,,
94,103,,
95,104,,
96,105,,
