,train,val,test
0,002A,023A,022
1,002B,023B,54
2,005,023C,98A
3,006A,91,98B
4,006B,62A,98C
5,007A,62B,40A
6,009B,62C,40B
7,009C,62D,40C
8,010A,79,84
9,010B,90A,66
10,014B,90B,78
11,024,41,020A
12,025A,76A,020B
13,025B,76B,49
14,025C,76C,
15,026,56A,
16,34A,56B,
17,34B,003,
18,36,,
19,38,,
20,39,,
21,44,,
22,46,,
23,48,,
24,52,,
25,55,,
26,60,,
27,65,,
28,67A,,
29,67B,,
30,67C,,
31,75,,
32,81A,,
33,81B,,
34,81C,,
35,81D,,
36,83,,
37,85A,,
38,85B,,
39,85C,,
40,85D,,
41,87,,
42,88,,
43,101A,,
44,106A,,
45,106B,,
46,001,,
47,004,,
48,008,,
49,011A,,
50,011B,,
51,011C,,
52,012,,
53,013,,
54,017,,
55,021,,
56,33,,
57,35,,
58,37,,
59,42,,
60,47,,
61,50,,
62,53,,
63,57,,
64,58,,
65,59,,
66,61,,
67,63,,
68,64,,
69,68,,
70,69A,,
71,69B,,
72,69C,,
73,70,,
74,71,,
75,72A,,
76,72B,,
77,74A,,
78,74B,,
79,77,,
80,82,,
81,86A,,
82,86B,,
83,89,,
84,92,,
85,93,,
86,94B,,
87,099,,
88,102,,
89,103,,
90,104,,
91,105,,
