,train,val,test
0,002A,60,46
1,002B,62A,98A
2,005,62B,98B
3,006A,62C,98C
4,006B,62D,67A
5,007A,106A,67B
6,010A,106B,67C
7,010B,009B,024
8,014B,009C,41
9,022,003,61
10,023A,33,004
11,023B,013,57
12,023C,71,78
13,025A,58,
14,025B,,
15,025C,,
16,026,,
17,34A,,
18,34B,,
19,36,,
20,38,,
21,39,,
22,40A,,
23,40B,,
24,40C,,
25,44,,
26,48,,
27,52,,
28,54,,
29,55,,
30,65,,
31,75,,
32,79,,
33,81A,,
34,81B,,
35,81C,,
36,81D,,
37,83,,
38,85A,,
39,85B,,
40,85C,,
41,85D,,
42,87,,
43,88,,
44,91,,
45,101A,,
46,001,,
47,008,,
48,011A,,
49,011B,,
50,011C,,
51,012,,
52,017,,
53,020A,,
54,020B,,
55,021,,
56,35,,
57,37,,
58,42,,
59,47,,
60,49,,
61,50,,
62,53,,
63,56A,,
64,56B,,
65,59,,
66,63,,
67,64,,
68,66,,
69,68,,
70,69A,,
71,69B,,
72,69C,,
73,70,,
74,72A,,
75,72B,,
76,74A,,
77,74B,,
78,76A,,
79,76B,,
80,76C,,
81,77,,
82,82,,
83,84,,
84,86A,,
85,86B,,
86,89,,
87,90A,,
88,90B,,
89,92,,
90,93,,
91,94B,,
92,099,,
93,102,,
94,103,,
95,104,,
96,105,,
