,train,val,test
9f905736-f662-41d6-b3ac-16758d_D1_D1,True,False,False
93e30fd5-e57e-4503-a175-863c7d_D1_D1,True,False,False
5a84eae1-197e-4463-ad65-59becc_D1_D1,True,False,False
C3L-00001-21,True,False,False
C3L-00001-26,True,False,False
C3L-00080-21,True,False,False
C3L-00080-26,True,False,False
C3L-00083-21,True,False,False
C3L-00083-26,True,False,False
C3L-00093-21,True,False,False
C3L-00093-26,True,False,False
C3L-00094-21,True,False,False
C3L-00094-26,True,False,False
C3L-00140-22,True,False,False
C3L-00140-26,True,False,False
C3L-00140-21,True,False,False
C3L-00144-21,True,False,False
C3L-00144-26,True,False,False
C3L-00263-24,True,False,False
C3L-00263-25,True,False,False
C3L-00263-28,True,False,False
C3L-00263-21,True,False,False
C3L-00263-22,True,False,False
C3L-00263-23,True,False,False
C3L-00263-26,True,False,False
C3L-00263-27,True,False,False
C3L-00279-22,True,False,False
C3L-00279-23,True,False,False
C3L-00279-25,True,False,False
C3L-00279-21,True,False,False
C3L-00279-24,True,False,False
C3L-00279-26,True,False,False
C3L-00368-21,True,False,False
C3L-00368-26,True,False,False
C3L-00368-22,True,False,False
C3L-00422-21,True,False,False
C3L-00422-22,True,False,False
C3L-00422-25,True,False,False
C3L-00422-23,True,False,False
C3L-00422-24,True,False,False
C3L-00422-26,True,False,False
C3L-00446-21,True,False,False
C3L-00446-25,True,False,False
C3L-00446-22,True,False,False
C3L-00446-23,True,False,False
C3L-00446-24,True,False,False
C3L-00446-26,True,False,False
C3L-00446-27,True,False,False
C3L-00510-22,True,False,False
C3L-00510-23,True,False,False
C3L-00510-24,True,False,False
C3L-00510-21,True,False,False
C3L-00510-25,True,False,False
C3L-00510-26,True,False,False
C3L-00604-21,True,False,False
C3L-00604-26,True,False,False
C3L-00604-22,True,False,False
C3L-00604-23,True,False,False
C3L-00893-22,True,False,False
C3L-00893-26,True,False,False
C3L-00893-21,True,False,False
C3L-00893-23,True,False,False
C3L-00893-24,True,False,False
C3L-00893-25,True,False,False
C3L-00913-23,True,False,False
C3L-00913-26,True,False,False
C3L-00913-21,True,False,False
C3L-00913-22,True,False,False
C3L-01682-21,True,False,False
C3L-01682-23,True,False,False
C3L-01682-24,True,False,False
