,train,val,test
0,9f905736-f662-41d6-b3ac-16758d_D1_D1,C3L-03679-22,5a84eae1-197e-4463-ad65-59becc_D1_D1
1,93e30fd5-e57e-4503-a175-863c7d_D1_D1,C3L-03679-21,C3N-03233-23
2,2f2e5477-42a4-4906-a943-bf7f80_D1_D1,C3L-01683-26,C3N-03233-26
3,C3L-00080-21,C3L-01683-27,C3N-03233-21
4,C3L-00080-26,C3L-01683-29,C3N-03233-22
5,C3L-00083-21,C3L-01683-28,C3N-02149-22
6,C3L-00083-26,C3L-03642-21,C3N-02149-26
7,C3L-00094-21,C3L-03642-22,C3N-02149-21
8,C3L-00094-26,C3N-02142-26,C3N-02149-23
9,C3L-00095-21,C3N-02142-21,C3N-02149-24
10,C3L-00095-26,C3N-02142-22,C3N-02149-27
11,C3L-00095-22,C3N-02142-24,C3L-03984-21
12,C3L-00095-23,C3N-02142-27,C3L-03984-25
13,C3L-00140-22,C3L-03969-23,C3L-03984-26
14,C3L-00140-26,C3L-03969-24,C3L-03984-22
15,C3L-00140-21,C3L-03969-25,C3L-03984-23
16,C3L-00144-21,C3L-03969-26,C3L-03984-24
17,C3L-00144-26,C3L-03969-27,C3L-03984-27
18,C3L-00263-24,C3L-03969-28,C3L-03984-28
19,C3L-00263-25,C3L-03969-21,C3L-03985-23
20,C3L-00263-28,C3L-03969-22,C3L-03985-24
21,C3L-00263-21,C3N-01405-21,C3L-03985-26
22,C3L-00263-22,C3N-01405-26,C3L-03985-28
23,C3L-00263-23,C3N-01405-27,C3L-03985-21
24,C3L-00263-26,C3N-01405-22,C3L-03985-22
25,C3L-00263-27,C3N-01405-23,C3L-03985-25
26,C3L-00412-21,C3N-01405-24,C3L-03985-27
27,C3L-00412-26,C3L-02661-21,C3N-01408-22
28,C3L-00446-21,C3L-02661-26,C3N-01408-27
29,C3L-00446-25,C3L-02661-22,C3N-01408-21
30,C3L-00446-22,C3L-02661-23,C3N-01408-23
31,C3L-00446-23,C3L-02661-24,C3N-01408-24
32,C3L-00446-24,C3L-02661-25,C3N-01408-26
33,C3L-00446-26,C3L-02661-27,C3N-01488-23
34,C3L-00446-27,C3N-01842-21,C3N-01488-26
35,C3L-00913-23,C3N-01842-22,C3N-01488-21
36,C3L-00913-26,C3N-01842-23,C3N-01488-22
37,C3L-00913-21,C3N-01842-26,C3N-01488-24
38,C3L-00913-22,C3N-03929-21,C3N-01488-27
39,C3L-00973-23,C3N-03929-26,C3N-01489-22
40,C3L-00973-27,C3N-03929-22,C3N-01489-27
41,C3L-00973-21,C3N-03929-23,C3N-01489-21
42,C3L-00973-22,C3N-00546-21,C3N-01489-23
43,C3L-00973-24,C3N-00546-26,C3N-01489-24
44,C3L-00973-25,C3N-00546-22,C3N-01489-26
45,C3L-00973-28,C3N-00546-23,C3L-03976-25
46,C3L-01862-21,C3N-00546-24,C3L-03976-26
47,C3L-01862-22,C3N-00546-27,C3L-03976-21
48,C3L-01862-23,C3N-02919-22,C3L-03976-22
49,C3L-01862-26,C3N-02919-26,C3L-03976-23
50,C3L-02129-23,C3N-02919-21,C3L-03976-24
51,C3L-02129-21,C3N-02919-23,C3L-03976-27
52,C3L-02129-24,C3N-02919-24,C3L-03976-28
53,C3L-02129-22,C3N-02919-27,C3N-01071-23
54,C3L-02165-21,C3N-01410-22,C3N-01071-26
55,C3L-02165-24,C3N-01410-27,C3N-01071-21
56,C3L-02165-22,C3N-01410-21,C3N-01071-22
57,C3L-02165-23,C3N-01410-23,C3N-01071-24
58,C3L-02165-25,C3N-01410-24,C3N-01071-27
59,C3L-02219-21,C3N-01410-26,C3L-00009-21
60,C3L-02219-26,C3L-00893-22,C3L-00009-26
61,C3L-02219-22,C3L-00893-26,C3N-02380-21
62,C3L-02350-22,C3L-00893-21,C3N-02380-22
63,C3L-02350-26,C3L-00893-23,C3N-02380-23
64,C3L-02508-22,C3L-00893-24,C3N-01016-22
65,C3L-02508-24,C3L-00893-25,C3N-01016-26
66,C3L-02508-21,C3L-02169-21,C3N-01016-21
67,C3L-02508-23,C3L-02169-26,C3N-01016-23
68,C3L-02508-25,C3L-02169-22,C3N-01016-24
69,C3L-02508-26,C3L-02169-23,C3N-01016-27
70,C3L-02513-23,C3L-02169-24,C3N-02757-21
71,C3L-02513-24,C3L-02169-25,C3N-02757-22
72,C3L-02513-21,C3N-03080-22,C3N-02757-23
73,C3L-02513-22,C3N-03080-23,C3N-03063-22
74,C3L-02513-25,C3N-03080-21,C3N-03063-23
75,C3L-02549-22,C3N-02158-24,C3N-03063-21
76,C3L-02549-26,C3N-02158-26,C3L-01924-23
77,C3L-02549-21,C3N-02158-21,C3L-01924-25
78,C3L-02601-21,C3N-02158-22,C3L-01924-27
79,C3L-02601-26,C3N-02158-23,C3L-01924-21
80,C3L-02616-25,C3N-02158-27,C3L-01924-22
81,C3L-02616-26,C3N-02146-24,C3L-01924-24
82,C3L-02616-21,C3N-02146-26,C3L-01924-28
83,C3L-02616-22,C3N-02146-21,C3N-03921-22
84,C3L-02616-23,C3N-02146-22,C3N-03921-26
85,C3L-02616-24,C3N-02146-23,C3N-03921-21
86,C3L-02616-27,C3N-02146-27,C3N-03921-23
87,C3L-02616-28,C3N-00550-22,C3N-02672-22
88,C3L-02643-21,C3N-00550-26,C3N-02672-28
89,C3L-02643-22,C3N-00550-21,C3N-02672-21
90,C3L-02643-27,C3N-00550-23,C3N-01409-24
91,C3L-02643-23,C3N-00550-24,C3N-01409-21
92,C3L-02643-24,C3N-00550-27,C3N-01409-22
93,C3L-02643-25,C3N-03890-21,C3N-01409-23
94,C3L-02643-26,C3N-03890-26,C3N-01409-27
95,C3L-02958-21,C3N-03890-22,C3N-00552-22
96,C3L-02958-26,C3N-03890-23,C3N-00552-26
97,C3L-02967-21,C3L-02834-23,C3N-00552-21
98,C3L-02967-26,C3L-02834-24,C3N-00552-23
99,C3L-03462-24,C3L-02834-25,C3N-00552-24
100,C3L-03462-21,C3L-02834-26,C3N-00552-27
101,C3L-03462-22,C3L-02834-21,C3N-03212-21
102,C3L-03462-23,C3L-02834-22,C3N-03212-23
103,C3L-03721-21,C3N-01416-23,C3N-03212-22
104,C3L-03721-22,C3N-01416-27,C3N-01021-21
105,C3L-04033-21,C3N-01416-21,C3N-01021-26
106,C3L-04033-22,C3N-01416-22,C3N-01021-27
107,C3L-04033-27,C3N-01416-24,C3N-01021-22
108,C3L-04033-23,C3N-01416-26,C3N-01021-23
109,C3L-04033-24,C3N-02230-21,C3N-01021-24
110,C3L-04033-25,C3N-02230-26,C3L-02560-22
111,C3L-04033-26,C3N-02230-22,C3L-02560-26
112,C3L-04033-28,C3N-02230-23,C3L-02560-21
113,C3L-04037-23,C3N-02230-24,
114,C3L-04037-24,C3N-02230-27,
115,C3L-04037-26,C3N-02828-21,
116,C3L-04037-21,C3N-02828-26,
117,C3L-04037-22,C3N-02828-22,
118,C3L-04037-25,C3N-02828-23,
119,C3L-04037-27,C3N-02828-24,
120,C3L-04037-28,C3N-02828-27,
121,C3L-04040-21,,
122,C3L-04040-22,,
123,C3L-04040-23,,
124,C3L-04040-24,,
125,C3L-04040-25,,
126,C3L-04040-26,,
127,C3L-04040-27,,
128,C3L-04040-28,,
129,C3L-04365-22,,
130,C3L-04365-24,,
131,C3L-04365-25,,
132,C3L-04365-28,,
133,C3L-04365-21,,
134,C3L-04365-23,,
135,C3L-04365-26,,
136,C3L-04365-27,,
137,C3L-04757-23,,
138,C3L-04757-26,,
139,C3L-04757-21,,
140,C3L-04757-22,,
141,C3L-04757-24,,
142,C3L-04757-25,,
143,C3L-04757-27,,
144,C3L-04757-28,,
145,C3N-00167-22,,
146,C3N-00167-26,,
147,C3N-00167-21,,
148,C3N-00167-23,,
149,C3N-00167-24,,
150,C3N-00167-27,,
151,C3N-00169-23,,
152,C3N-00169-26,,
153,C3N-00169-21,,
154,C3N-00169-22,,
155,C3N-00169-24,,
156,C3N-00169-27,,
157,C3N-00175-22,,
158,C3N-00175-26,,
159,C3N-00175-21,,
160,C3N-00175-23,,
161,C3N-00175-24,,
162,C3N-00175-27,,
163,C3N-00180-22,,
164,C3N-00180-26,,
165,C3N-00180-21,,
166,C3N-00180-23,,
167,C3N-00180-24,,
168,C3N-00180-27,,
169,C3N-00199-22,,
170,C3N-00199-27,,
171,C3N-00199-21,,
172,C3N-00199-23,,
173,C3N-00199-26,,
174,C3N-00203-23,,
175,C3N-00203-27,,
176,C3N-00203-21,,
177,C3N-00203-22,,
178,C3N-00203-24,,
179,C3N-00203-26,,
180,C3N-00293-24,,
181,C3N-00293-25,,
182,C3N-00293-21,,
183,C3N-00293-22,,
184,C3N-00293-23,,
185,C3N-00294-22,,
186,C3N-00294-21,,
187,C3N-00294-23,,
188,C3N-00294-24,,
189,C3N-00294-25,,
190,C3N-00433-23,,
191,C3N-00433-27,,
192,C3N-00433-21,,
193,C3N-00433-22,,
194,C3N-00433-24,,
195,C3N-00433-25,,
196,C3N-00433-26,,
197,C3N-00545-21,,
198,C3N-00545-23,,
199,C3N-00545-26,,
200,C3N-00545-22,,
201,C3N-00545-24,,
202,C3N-00545-27,,
203,C3N-00547-21,,
204,C3N-00547-26,,
205,C3N-00547-22,,
206,C3N-00547-23,,
207,C3N-00547-24,,
208,C3N-00547-27,,
209,C3N-00549-23,,
210,C3N-00549-26,,
211,C3N-00549-27,,
212,C3N-00549-21,,
213,C3N-00549-22,,
214,C3N-00549-24,,
215,C3N-00551-24,,
216,C3N-00551-26,,
217,C3N-00551-21,,
218,C3N-00551-22,,
219,C3N-00551-23,,
220,C3N-00551-27,,
221,C3N-00556-23,,
222,C3N-00556-26,,
223,C3N-00556-21,,
224,C3N-00556-22,,
225,C3N-00556-24,,
226,C3N-00556-27,,
227,C3N-00560-22,,
228,C3N-00560-26,,
229,C3N-00560-21,,
230,C3N-00560-23,,
231,C3N-00560-24,,
232,C3N-00560-27,,
233,C3N-00574-21,,
234,C3N-00574-26,,
235,C3N-00574-27,,
236,C3N-00574-22,,
237,C3N-00574-23,,
238,C3N-00574-24,,
239,C3N-00578-24,,
240,C3N-00578-26,,
241,C3N-00578-21,,
242,C3N-00578-22,,
243,C3N-00578-23,,
244,C3N-00578-27,,
245,C3N-00579-22,,
246,C3N-00579-26,,
247,C3N-00579-21,,
248,C3N-00579-23,,
249,C3N-00579-24,,
250,C3N-00579-27,,
251,C3N-00580-23,,
252,C3N-00580-26,,
253,C3N-00580-21,,
254,C3N-00580-22,,
255,C3N-00580-24,,
256,C3N-00580-27,,
257,C3N-00737-21,,
258,C3N-00737-23,,
259,C3N-00737-26,,
260,C3N-00737-22,,
261,C3N-00737-27,,
262,C3N-00959-22,,
263,C3N-00959-26,,
264,C3N-00959-21,,
265,C3N-00959-23,,
266,C3N-00959-27,,
267,C3N-01019-23,,
268,C3N-01019-26,,
269,C3N-01019-21,,
270,C3N-01019-22,,
271,C3N-01019-24,,
272,C3N-01019-27,,
273,C3N-01022-22,,
274,C3N-01022-26,,
275,C3N-01022-21,,
276,C3N-01022-23,,
277,C3N-01022-24,,
278,C3N-01022-27,,
279,C3N-01023-24,,
280,C3N-01023-26,,
281,C3N-01023-21,,
282,C3N-01023-22,,
283,C3N-01023-23,,
284,C3N-01023-27,,
285,C3N-01030-23,,
286,C3N-01030-26,,
287,C3N-01030-21,,
288,C3N-01030-22,,
289,C3N-01030-24,,
290,C3N-01030-27,,
291,C3N-01072-22,,
292,C3N-01072-26,,
293,C3N-01072-21,,
294,C3N-01072-23,,
295,C3N-01072-24,,
296,C3N-01072-27,,
297,C3N-01074-21,,
298,C3N-01074-22,,
299,C3N-01074-23,,
300,C3N-01074-24,,
301,C3N-01074-26,,
302,C3N-01074-27,,
303,C3N-01414-24,,
304,C3N-01414-26,,
305,C3N-01414-21,,
306,C3N-01414-22,,
307,C3N-01414-23,,
308,C3N-01414-27,,
309,C3N-01415-21,,
310,C3N-01415-27,,
311,C3N-01415-22,,
312,C3N-01415-23,,
313,C3N-01415-24,,
314,C3N-01415-26,,
315,C3N-01417-24,,
316,C3N-01417-26,,
317,C3N-01417-21,,
318,C3N-01417-22,,
319,C3N-01417-23,,
320,C3N-01417-27,,
321,C3N-01419-23,,
322,C3N-01419-26,,
323,C3N-01419-21,,
324,C3N-01419-22,,
325,C3N-01419-24,,
326,C3N-01419-27,,
327,C3N-01799-22,,
328,C3N-01799-27,,
329,C3N-01799-21,,
330,C3N-01799-26,,
331,C3N-01823-22,,
332,C3N-01823-26,,
333,C3N-01823-21,,
334,C3N-01823-23,,
335,C3N-02002-22,,
336,C3N-02002-23,,
337,C3N-02002-21,,
338,C3N-02003-21,,
339,C3N-02003-22,,
340,C3N-02003-23,,
341,C3N-02088-24,,
342,C3N-02088-27,,
343,C3N-02088-21,,
344,C3N-02088-22,,
345,C3N-02088-23,,
346,C3N-02088-26,,
347,C3N-02089-23,,
348,C3N-02089-26,,
349,C3N-02089-21,,
350,C3N-02089-22,,
351,C3N-02089-24,,
352,C3N-02089-27,,
353,C3N-02090-23,,
354,C3N-02090-26,,
355,C3N-02090-21,,
356,C3N-02090-22,,
357,C3N-02090-27,,
358,C3N-02143-23,,
359,C3N-02143-26,,
360,C3N-02143-21,,
361,C3N-02143-22,,
362,C3N-02143-24,,
363,C3N-02143-27,,
364,C3N-02144-22,,
365,C3N-02144-26,,
366,C3N-02144-21,,
367,C3N-02144-23,,
368,C3N-02144-24,,
369,C3N-02144-27,,
370,C3N-02150-24,,
371,C3N-02150-26,,
372,C3N-02150-21,,
373,C3N-02150-22,,
374,C3N-02150-23,,
375,C3N-02150-27,,
376,C3N-02152-24,,
377,C3N-02152-26,,
378,C3N-02152-21,,
379,C3N-02152-22,,
380,C3N-02152-23,,
381,C3N-02152-27,,
382,C3N-02153-22,,
383,C3N-02153-26,,
384,C3N-02153-21,,
385,C3N-02153-23,,
386,C3N-02153-24,,
387,C3N-02153-27,,
388,C3N-02155-23,,
389,C3N-02155-26,,
390,C3N-02155-21,,
391,C3N-02155-22,,
392,C3N-02155-24,,
393,C3N-02155-27,,
394,C3N-02234-21,,
395,C3N-02234-26,,
396,C3N-02234-22,,
397,C3N-02234-23,,
398,C3N-02234-24,,
399,C3N-02234-27,,
400,C3N-02237-23,,
401,C3N-02237-26,,
402,C3N-02237-21,,
403,C3N-02237-22,,
404,C3N-02237-24,,
405,C3N-02237-27,,
406,C3N-02240-23,,
407,C3N-02240-26,,
408,C3N-02240-21,,
409,C3N-02240-22,,
410,C3N-02240-24,,
411,C3N-02240-27,,
412,C3N-02282-25,,
413,C3N-02282-30,,
414,C3N-02290-21,,
415,C3N-02290-29,,
416,C3N-02290-22,,
417,C3N-02421-21,,
418,C3N-02421-22,,
419,C3N-02421-23,,
420,C3N-02423-21,,
421,C3N-02423-22,,
422,C3N-02423-23,,
423,C3N-02424-21,,
424,C3N-02424-22,,
425,C3N-02424-23,,
426,C3N-02572-21,,
427,C3N-02572-22,,
428,C3N-02572-23,,
429,C3N-02582-21,,
430,C3N-02582-22,,
431,C3N-02582-23,,
432,C3N-02586-21,,
433,C3N-02586-22,,
434,C3N-02586-23,,
435,C3N-02588-21,,
436,C3N-02588-22,,
437,C3N-02588-23,,
438,C3N-02718-23,,
439,C3N-02718-26,,
440,C3N-02718-21,,
441,C3N-02718-22,,
442,C3N-02721-23,,
443,C3N-02721-26,,
444,C3N-02721-21,,
445,C3N-02721-22,,
446,C3N-02728-23,,
447,C3N-02728-26,,
448,C3N-02728-21,,
449,C3N-02728-22,,
450,C3N-02729-21,,
451,C3N-02729-22,,
452,C3N-02729-23,,
453,C3N-02764-22,,
454,C3N-02764-23,,
455,C3N-02764-21,,
456,C3N-02916-23,,
457,C3N-02916-26,,
458,C3N-02916-21,,
459,C3N-02916-22,,
460,C3N-02916-24,,
461,C3N-02916-27,,
462,C3N-02922-24,,
463,C3N-02922-26,,
464,C3N-02922-21,,
465,C3N-02922-22,,
466,C3N-02922-23,,
467,C3N-02922-27,,
468,C3N-02923-24,,
469,C3N-02923-26,,
470,C3N-02923-21,,
471,C3N-02923-22,,
472,C3N-02923-23,,
473,C3N-02923-27,,
474,C3N-02928-21,,
475,C3N-02928-22,,
476,C3N-02928-23,,
477,C3N-02929-21,,
478,C3N-02929-22,,
479,C3N-02929-23,,
480,C3N-02948-21,,
481,C3N-02948-22,,
482,C3N-02948-26,,
483,C3N-02948-23,,
484,C3N-02948-27,,
485,C3N-02973-21,,
486,C3N-02973-26,,
487,C3N-02973-22,,
488,C3N-02973-23,,
489,C3N-02973-27,,
490,C3N-03038-22,,
491,C3N-03038-23,,
492,C3N-03038-21,,
493,C3N-03038-24,,
494,C3N-03052-21,,
495,C3N-03052-22,,
496,C3N-03052-23,,
497,C3N-03054-21,,
498,C3N-03054-23,,
499,C3N-03054-22,,
500,C3N-03057-22,,
501,C3N-03057-21,,
502,C3N-03057-23,,
503,C3N-03073-22,,
504,C3N-03073-23,,
505,C3N-03073-21,,
506,C3N-03202-21,,
507,C3N-03202-22,,
508,C3N-03202-23,,
509,C3N-03210-22,,
510,C3N-03210-23,,
511,C3N-03210-21,,
512,C3N-03222-21,,
513,C3N-03222-26,,
514,C3N-03222-22,,
515,C3N-03222-23,,
516,C3N-03225-21,,
517,C3N-03225-26,,
518,C3N-03225-22,,
519,C3N-03225-23,,
520,C3N-03238-21,,
521,C3N-03238-26,,
522,C3N-03238-22,,
523,C3N-03238-23,,
524,C3N-03764-22,,
525,C3N-03764-29,,
526,C3N-03765-27,,
527,C3N-03765-29,,
528,C3N-04157-22,,
529,C3N-04157-26,,
530,C3N-04157-21,,
531,C3N-04157-23,,
532,C3N-04173-21,,
533,C3N-04173-29,,
534,C3L-00001-21,,
535,C3L-00001-26,,
536,C3L-00093-21,,
537,C3L-00093-26,,
538,C3L-00279-22,,
539,C3L-00279-23,,
540,C3L-00279-25,,
541,C3L-00279-21,,
542,C3L-00279-24,,
543,C3L-00279-26,,
544,C3L-00368-21,,
545,C3L-00368-26,,
546,C3L-00368-22,,
547,C3L-00422-21,,
548,C3L-00422-22,,
549,C3L-00422-25,,
550,C3L-00422-23,,
551,C3L-00422-24,,
552,C3L-00422-26,,
553,C3L-00444-23,,
554,C3L-00444-28,,
555,C3L-00444-21,,
556,C3L-00444-22,,
557,C3L-00444-26,,
558,C3L-00444-27,,
