,train,val,test
0,9f905736-f662-41d6-b3ac-16758d_D1_D1,C3N-00199-22,C3N-03764-22
1,93e30fd5-e57e-4503-a175-863c7d_D1_D1,C3N-00199-27,C3N-03764-29
2,5a84eae1-197e-4463-ad65-59becc_D1_D1,C3N-00199-21,C3L-03462-24
3,2f2e5477-42a4-4906-a943-bf7f80_D1_D1,C3N-00199-23,C3L-03462-21
4,C3L-00001-21,C3N-00199-26,C3L-03462-22
5,C3L-00001-26,C3N-01415-21,C3L-03462-23
6,C3L-00009-21,C3N-01415-27,C3N-02572-21
7,C3L-00009-26,C3N-01415-22,C3N-02572-22
8,C3L-00080-21,C3N-01415-23,C3N-02572-23
9,C3L-00080-26,C3N-01415-24,C3N-01413-21
10,C3L-00083-21,C3N-01415-26,C3N-01413-26
11,C3L-00083-26,C3N-01410-22,C3N-01413-22
12,C3L-00093-21,C3N-01410-27,C3N-01413-23
13,C3L-00093-26,C3N-01410-21,C3N-01413-24
14,C3L-00140-22,C3N-01410-23,C3N-01413-27
15,C3L-00140-26,C3N-01410-24,C3N-02242-24
16,C3L-00140-21,C3N-01410-26,C3N-02242-26
17,C3L-00144-21,C3N-03063-22,C3N-02242-21
18,C3L-00144-26,C3N-03063-23,C3N-02242-22
19,C3L-00279-22,C3N-03063-21,C3N-02242-23
20,C3L-00279-23,C3L-00422-21,C3N-02242-27
21,C3L-00279-25,C3L-00422-22,C3N-00223-21
22,C3L-00279-21,C3L-00422-25,C3N-00223-27
23,C3L-00279-24,C3L-00422-23,C3N-00223-22
24,C3L-00279-26,C3L-00422-24,C3N-00223-23
25,C3L-00444-23,C3L-00422-26,C3N-00223-24
26,C3L-00444-28,C3L-03985-23,C3N-00223-25
27,C3L-00444-21,C3L-03985-24,C3N-00223-26
28,C3L-00444-22,C3L-03985-26,C3N-00223-28
29,C3L-00444-26,C3L-03985-28,C3N-02144-22
30,C3L-00444-27,C3L-03985-21,C3N-02144-26
31,C3L-00446-21,C3L-03985-22,C3N-02144-21
32,C3L-00446-25,C3L-03985-25,C3N-02144-23
33,C3L-00446-22,C3L-03985-27,C3N-02144-24
34,C3L-00446-23,C3L-01890-22,C3N-02144-27
35,C3L-00446-24,C3L-01890-26,C3L-04040-21
36,C3L-00446-26,C3N-03921-22,C3L-04040-22
37,C3L-00446-27,C3N-03921-26,C3L-04040-23
38,C3L-00510-22,C3N-03921-21,C3L-04040-24
39,C3L-00510-23,C3N-03921-23,C3L-04040-25
40,C3L-00510-24,C3L-02958-21,C3L-04040-26
41,C3L-00510-21,C3L-02958-26,C3L-04040-27
42,C3L-00510-25,C3L-00973-23,C3L-04040-28
43,C3L-00510-26,C3L-00973-27,C3L-00263-24
44,C3L-00604-21,C3L-00973-21,C3L-00263-25
45,C3L-00604-26,C3L-00973-22,C3L-00263-28
46,C3L-00604-22,C3L-00973-24,C3L-00263-21
