,train,val,test
9f905736-f662-41d6-b3ac-16758d_D1_D1,True,False,False
5a84eae1-197e-4463-ad65-59becc_D1_D1,True,False,False
C3L-00001-21,True,False,False
C3L-00001-26,True,False,False
C3L-00009-21,True,False,False
C3L-00009-26,True,False,False
C3L-00080-21,True,False,False
C3L-00080-26,True,False,False
C3L-00083-21,True,False,False
C3L-00083-26,True,False,False
C3L-00093-21,True,False,False
C3L-00093-26,True,False,False
C3L-00095-21,True,False,False
C3L-00095-26,True,False,False
C3L-00095-22,True,False,False
C3L-00095-23,True,False,False
C3L-00140-22,True,False,False
C3L-00140-26,True,False,False
C3L-00140-21,True,False,False
C3L-00144-21,True,False,False
C3L-00144-26,True,False,False
C3L-00263-24,True,False,False
C3L-00263-25,True,False,False
C3L-00263-28,True,False,False
C3L-00263-21,True,False,False
C3L-00263-22,True,False,False
C3L-00263-23,True,False,False
C3L-00263-26,True,False,False
C3L-00263-27,True,False,False
C3L-00279-22,True,False,False
C3L-00279-23,True,False,False
C3L-00279-25,True,False,False
C3L-00279-21,True,False,False
C3L-00279-24,True,False,False
C3L-00279-26,True,False,False
C3L-00412-21,True,False,False
C3L-00412-26,True,False,False
C3L-00422-21,True,False,False
C3L-00422-22,True,False,False
C3L-00422-25,True,False,False
C3L-00422-23,True,False,False
C3L-00422-24,True,False,False
C3L-00422-26,True,False,False
C3L-00444-23,True,False,False
C3L-00444-28,True,False,False
C3L-00444-21,True,False,False
C3L-00444-22,True,False,False
C3L-00444-26,True,False,False
C3L-00444-27,True,False,False
C3L-00446-21,True,False,False
C3L-00446-25,True,False,False
C3L-00446-22,True,False,False
C3L-00446-23,True,False,False
C3L-00446-24,True,False,False
C3L-00446-26,True,False,False
C3L-00446-27,True,False,False
C3L-00510-22,True,False,False
C3L-00510-23,True,False,False
C3L-00510-24,True,False,False
C3L-00510-21,True,False,False
C3L-00510-25,True,False,False
C3L-00510-26,True,False,False
C3L-00893-22,True,False,False
C3L-00893-26,True,False,False
C3L-00893-21,True,False,False
C3L-00893-23,True,False,False
C3L-00893-24,True,False,False
C3L-00893-25,True,False,False
C3L-00913-23,True,False,False
C3L-00913-26,True,False,False
C3L-00913-21,True,False,False
C3L-00913-22,True,False,False
C3N-02764-22,False,True,False
C3N-02764-23,False,True,False
C3N-02764-21,False,True,False
C3N-02251-26,False,True,False
C3N-02251-27,False,True,False
C3N-02251-28,False,True,False
C3L-00604-21,False,True,False
C3L-00604-26,False,True,False
C3L-00604-22,False,True,False
C3L-00604-23,False,True,False
C3N-02919-22,False,True,False
C3N-02919-26,False,True,False
C3N-02919-21,False,True,False
C3N-02919-23,False,True,False
C3N-02919-24,False,True,False
C3N-02919-27,False,True,False
C3N-01413-21,False,True,False
C3N-01413-26,False,True,False
C3N-01413-22,False,True,False
C3N-01413-23,False,True,False
C3N-01413-24,False,True,False
C3N-01413-27,False,True,False
C3N-03222-21,False,True,False
C3N-03222-26,False,True,False
C3N-03222-22,False,True,False
C3N-03222-23,False,True,False
C3N-04168-21,False,True,False
C3N-04168-26,False,True,False
C3N-04168-22,False,True,False
C3N-04168-23,False,True,False
C3N-00546-21,False,True,False
C3N-00546-26,False,True,False
C3N-00546-22,False,True,False
C3N-00546-23,False,True,False
C3N-00546-24,False,True,False
C3N-00546-27,False,True,False
C3N-00559-21,False,True,False
C3N-00559-26,False,True,False
C3N-00559-22,False,True,False
C3N-00559-23,False,True,False
C3N-00559-24,False,True,False
C3N-00559-27,False,True,False
C3N-01408-22,False,True,False
C3N-01408-27,False,True,False
C3N-01408-21,False,True,False
C3N-01408-23,False,True,False
C3N-01408-24,False,True,False
C3N-01408-26,False,True,False
C3L-00094-21,False,True,False
C3L-00094-26,False,True,False
C3L-04759-22,False,True,False
C3L-04759-27,False,True,False
C3L-04759-21,False,True,False
C3L-04759-23,False,True,False
C3L-04759-24,False,True,False
C3L-04759-25,False,True,False
C3L-04759-26,False,True,False
C3L-04759-28,False,True,False
C3N-00560-22,False,True,False
C3N-00560-26,False,True,False
C3N-00560-21,False,True,False
C3N-00560-23,False,True,False
C3N-00560-24,False,True,False
C3N-00560-27,False,True,False
C3N-01024-23,False,True,False
C3N-01024-26,False,True,False
C3N-01024-21,False,True,False
C3N-01024-22,False,True,False
C3N-01024-24,False,True,False
C3N-01024-27,False,True,False
C3N-02379-21,False,True,False
C3N-02379-22,False,True,False
C3N-02379-23,False,True,False
C3N-03074-22,False,True,False
C3N-03074-23,False,True,False
C3N-03074-21,False,True,False
C3N-00175-22,False,True,False
C3N-00175-26,False,True,False
C3N-00175-21,False,True,False
C3N-00175-23,False,True,False
C3N-00175-24,False,True,False
C3N-00175-27,False,True,False
C3L-02958-21,False,True,False
C3L-02958-26,False,True,False
93e30fd5-e57e-4503-a175-863c7d_D1_D1,False,True,False
C3L-02957-22,False,True,False
C3L-02957-26,False,True,False
C3L-02957-21,False,True,False
C3L-02957-23,False,True,False
C3N-02715-22,False,True,False
C3N-02715-26,False,True,False
C3N-02715-21,False,True,False
C3N-02715-23,False,True,False
C3N-00199-22,False,True,False
C3N-00199-27,False,True,False
C3N-00199-21,False,True,False
C3N-00199-23,False,True,False
C3N-00199-26,False,True,False
C3N-02193-25,False,True,False
C3N-02193-26,False,True,False
C3N-02193-27,False,True,False
C3N-02193-21,False,True,False
C3N-02193-22,False,True,False
C3N-02193-23,False,True,False
C3N-02193-24,False,True,False
C3L-02348-22,False,False,True
C3L-02348-26,False,False,True
C3L-02348-21,False,False,True
