,train,val,test
0,9f905736-f662-41d6-b3ac-16758d_D1_D1,C3N-02916-23,C3L-02515-23
1,93e30fd5-e57e-4503-a175-863c7d_D1_D1,C3N-02916-26,C3L-02515-24
2,5a84eae1-197e-4463-ad65-59becc_D1_D1,C3N-02916-21,C3L-02515-21
3,2f2e5477-42a4-4906-a943-bf7f80_D1_D1,C3N-02916-22,C3L-02515-22
4,C3L-00009-21,C3N-02916-24,C3N-00167-22
5,C3L-00009-26,C3N-02916-27,C3N-00167-26
6,C3L-00080-21,C3N-02920-23,C3N-00167-21
7,C3L-00080-26,C3N-02920-26,C3N-00167-23
8,C3L-00093-21,C3N-02920-21,C3N-00167-24
9,C3L-00093-26,C3N-02920-22,C3N-00167-27
10,C3L-00094-21,C3N-02920-24,C3N-00580-23
11,C3L-00094-26,C3N-02920-27,C3N-00580-26
12,C3L-00140-22,C3L-02643-21,C3N-00580-21
13,C3L-00140-26,C3L-02643-22,C3N-00580-22
14,C3L-00140-21,C3L-02643-27,C3N-00580-24
15,C3L-00144-21,C3L-02643-23,C3N-00580-27
16,C3L-00144-26,C3L-02643-24,C3N-00223-21
17,C3L-00263-24,C3L-02643-25,C3N-00223-27
18,C3L-00263-25,C3L-02643-26,C3N-00223-22
19,C3L-00263-28,C3N-02155-23,C3N-00223-23
20,C3L-00263-21,C3N-02155-26,C3N-00223-24
21,C3L-00263-22,C3N-02155-21,C3N-00223-25
22,C3L-00263-23,C3N-02155-22,C3N-00223-26
23,C3L-00263-26,C3N-02155-24,C3N-00223-28
24,C3L-00263-27,C3N-02155-27,C3L-00083-21
25,C3L-00279-22,C3L-02560-22,C3L-00083-26
26,C3L-00279-23,C3L-02560-26,C3N-01414-24
27,C3L-00279-25,C3L-02560-21,C3N-01414-26
28,C3L-00279-21,C3N-02145-23,C3N-01414-21
29,C3L-00279-24,C3N-02145-27,C3N-01414-22
30,C3L-00279-26,C3N-02145-21,C3N-01414-23
31,C3L-00368-21,C3N-02145-22,C3N-01414-27
