,train,val,test
002A,True,False,False
002B,True,False,False
005,True,False,False
010A,True,False,False
010B,True,False,False
014B,True,False,False
022,True,False,False
023A,True,False,False
023B,True,False,False
023C,True,False,False
024,True,False,False
025A,True,False,False
025B,True,False,False
025C,True,False,False
026,True,False,False
36,True,False,False
38,True,False,False
39,True,False,False
40A,True,False,False
40B,True,False,False
40C,True,False,False
44,True,False,False
46,True,False,False
52,True,False,False
54,True,False,False
55,True,False,False
60,True,False,False
62A,True,False,False
62B,True,False,False
62C,True,False,False
62D,True,False,False
65,True,False,False
67A,True,False,False
67B,True,False,False
67C,True,False,False
75,True,False,False
79,True,False,False
81A,True,False,False
81B,True,False,False
81C,True,False,False
81D,True,False,False
87,True,False,False
88,True,False,False
91,True,False,False
98A,True,False,False
98B,True,False,False
98C,True,False,False
101A,True,False,False
001,True,False,False
003,True,False,False
004,True,False,False
008,True,False,False
012,True,False,False
013,True,False,False
017,True,False,False
020A,True,False,False
020B,True,False,False
021,True,False,False
33,True,False,False
35,True,False,False
41,True,False,False
42,True,False,False
47,True,False,False
49,True,False,False
56A,True,False,False
56B,True,False,False
57,True,False,False
58,True,False,False
59,True,False,False
61,True,False,False
64,True,False,False
66,True,False,False
68,True,False,False
69A,True,False,False
69B,True,False,False
69C,True,False,False
70,True,False,False
72A,True,False,False
72B,True,False,False
76A,True,False,False
76B,True,False,False
76C,True,False,False
77,True,False,False
78,True,False,False
84,True,False,False
89,True,False,False
90A,True,False,False
90B,True,False,False
92,True,False,False
93,True,False,False
94B,True,False,False
099,True,False,False
103,True,False,False
104,True,False,False
105,True,False,False
48,False,True,False
106A,False,True,False
106B,False,True,False
83,False,True,False
85A,False,True,False
85B,False,True,False
85C,False,True,False
85D,False,True,False
50,False,True,False
74A,False,True,False
74B,False,True,False
37,False,True,False
011A,False,True,False
011B,False,True,False
011C,False,True,False
82,False,True,False
007A,False,False,True
006A,False,False,True
006B,False,False,True
34A,False,False,True
34B,False,False,True
009B,False,False,True
009C,False,False,True
71,False,False,True
63,False,False,True
86A,False,False,True
86B,False,False,True
102,False,False,True
53,False,False,True
