,train,val,test
0,002A,014B,44
1,002B,106A,91
2,005,106B,36
3,006A,022,024
4,006B,60,103
5,007A,69A,012
6,009B,69B,89
7,009C,69C,63
8,010A,021,003
9,010B,47,
10,023A,42,
11,023B,66,
12,023C,,
13,025A,,
14,025B,,
15,025C,,
16,026,,
17,34A,,
18,34B,,
19,38,,
20,39,,
21,40A,,
22,40B,,
23,40C,,
24,46,,
25,48,,
26,52,,
27,54,,
28,55,,
29,62A,,
30,62B,,
31,62C,,
32,62D,,
33,65,,
34,67A,,
35,67B,,
36,67C,,
37,75,,
38,79,,
39,81A,,
40,81B,,
41,81C,,
42,81D,,
43,83,,
44,85A,,
45,85B,,
46,85C,,
47,85D,,
48,87,,
49,88,,
50,98A,,
51,98B,,
52,98C,,
53,101A,,
54,001,,
55,004,,
56,008,,
57,011A,,
58,011B,,
59,011C,,
60,013,,
61,017,,
62,020A,,
63,020B,,
64,33,,
65,35,,
66,37,,
67,41,,
68,49,,
69,50,,
70,53,,
71,56A,,
72,56B,,
73,57,,
74,58,,
75,59,,
76,61,,
77,64,,
78,68,,
79,70,,
80,71,,
81,72A,,
82,72B,,
83,74A,,
84,74B,,
85,76A,,
86,76B,,
87,76C,,
88,77,,
89,78,,
90,82,,
91,84,,
92,86A,,
93,86B,,
94,90A,,
95,90B,,
96,92,,
97,93,,
98,94B,,
99,099,,
100,102,,
101,104,,
102,105,,
