,train,val,test
0,002A,106A,83
1,002B,106B,025A
2,005,40A,025B
3,006A,40B,025C
4,006B,40C,98A
5,007A,44,98B
6,009B,54,98C
7,009C,004,81A
8,010A,63,81B
9,010B,82,81C
10,014B,89,81D
11,022,49,53
12,023A,,011A
13,023B,,011B
14,023C,,011C
15,024,,86A
16,026,,86B
17,34A,,93
18,34B,,90A
19,36,,90B
20,38,,
21,39,,
22,46,,
23,48,,
24,52,,
25,55,,
26,60,,
27,62A,,
28,62B,,
29,62C,,
30,62D,,
31,65,,
32,67A,,
33,67B,,
34,67C,,
35,75,,
36,79,,
37,85A,,
38,85B,,
39,85C,,
40,85D,,
41,87,,
42,88,,
43,91,,
44,101A,,
45,001,,
46,003,,
47,008,,
48,012,,
49,013,,
50,017,,
51,020A,,
52,020B,,
53,021,,
54,33,,
55,35,,
56,37,,
57,41,,
58,42,,
59,47,,
60,50,,
61,56A,,
62,56B,,
63,57,,
64,58,,
65,59,,
66,61,,
67,64,,
68,66,,
69,68,,
70,69A,,
71,69B,,
72,69C,,
73,70,,
74,71,,
75,72A,,
76,72B,,
77,74A,,
78,74B,,
79,76A,,
80,76B,,
81,76C,,
82,77,,
83,78,,
84,84,,
85,92,,
86,94B,,
87,099,,
88,102,,
89,103,,
90,104,,
91,105,,
