,train,val,test
002A,True,False,False
002B,True,False,False
005,True,False,False
006A,True,False,False
006B,True,False,False
007A,True,False,False
010A,True,False,False
010B,True,False,False
014B,True,False,False
022,True,False,False
023A,True,False,False
023B,True,False,False
023C,True,False,False
025A,True,False,False
025B,True,False,False
025C,True,False,False
026,True,False,False
34A,True,False,False
34B,True,False,False
36,True,False,False
38,True,False,False
39,True,False,False
40A,True,False,False
40B,True,False,False
40C,True,False,False
44,True,False,False
48,True,False,False
52,True,False,False
54,True,False,False
55,True,False,False
65,True,False,False
75,True,False,False
79,True,False,False
81A,True,False,False
81B,True,False,False
81C,True,False,False
81D,True,False,False
83,True,False,False
85A,True,False,False
85B,True,False,False
85C,True,False,False
85D,True,False,False
87,True,False,False
88,True,False,False
91,True,False,False
101A,True,False,False
001,True,False,False
008,True,False,False
011A,True,False,False
011B,True,False,False
011C,True,False,False
012,True,False,False
017,True,False,False
020A,True,False,False
020B,True,False,False
021,True,False,False
35,True,False,False
37,True,False,False
42,True,False,False
47,True,False,False
49,True,False,False
50,True,False,False
53,True,False,False
56A,True,False,False
56B,True,False,False
59,True,False,False
63,True,False,False
64,True,False,False
66,True,False,False
68,True,False,False
69A,True,False,False
69B,True,False,False
69C,True,False,False
70,True,False,False
72A,True,False,False
72B,True,False,False
74A,True,False,False
74B,True,False,False
76A,True,False,False
76B,True,False,False
76C,True,False,False
77,True,False,False
82,True,False,False
84,True,False,False
86A,True,False,False
86B,True,False,False
89,True,False,False
90A,True,False,False
90B,True,False,False
92,True,False,False
93,True,False,False
94B,True,False,False
099,True,False,False
102,True,False,False
103,True,False,False
104,True,False,False
105,True,False,False
60,False,True,False
62A,False,True,False
62B,False,True,False
62C,False,True,False
62D,False,True,False
106A,False,True,False
106B,False,True,False
009B,False,True,False
009C,False,True,False
003,False,True,False
33,False,True,False
013,False,True,False
71,False,True,False
58,False,True,False
46,False,False,True
98A,False,False,True
98B,False,False,True
98C,False,False,True
67A,False,False,True
67B,False,False,True
67C,False,False,True
024,False,False,True
41,False,False,True
61,False,False,True
004,False,False,True
57,False,False,True
78,False,False,True
