,train,val,test
0,002A,39,106A
1,002B,60,106B
2,006A,65,026
3,006B,36,005
4,007A,64,101A
5,009B,89,001
6,009C,020A,012
7,010A,020B,61
8,010B,56A,76A
9,014B,56B,76B
10,022,35,76C
11,023A,,66
12,023B,,
13,023C,,
14,024,,
15,025A,,
16,025B,,
17,025C,,
18,34A,,
19,34B,,
20,38,,
21,40A,,
22,40B,,
23,40C,,
24,44,,
25,46,,
26,48,,
27,52,,
28,54,,
29,55,,
30,62A,,
31,62B,,
32,62C,,
33,62D,,
34,67A,,
35,67B,,
36,67C,,
37,75,,
38,79,,
39,81A,,
40,81B,,
41,81C,,
42,81D,,
43,83,,
44,85A,,
45,85B,,
46,85C,,
47,85D,,
48,87,,
49,88,,
50,91,,
51,98A,,
52,98B,,
53,98C,,
54,003,,
55,004,,
56,008,,
57,011A,,
58,011B,,
59,011C,,
60,013,,
61,017,,
62,021,,
63,33,,
64,37,,
65,41,,
66,42,,
67,47,,
68,49,,
69,50,,
70,53,,
71,57,,
72,58,,
73,59,,
74,63,,
75,68,,
76,69A,,
77,69B,,
78,69C,,
79,70,,
80,71,,
81,72A,,
82,72B,,
83,74A,,
84,74B,,
85,77,,
86,78,,
87,82,,
88,84,,
89,86A,,
90,86B,,
91,90A,,
92,90B,,
93,92,,
94,93,,
95,94B,,
96,099,,
97,102,,
98,103,,
99,104,,
100,105,,
