,train,val,test
0,C3L-00016-21,C3N-03180-22,C3N-03756-21
1,C3L-00016-24,C3N-03180-21,C3N-03756-22
2,C3L-00016-22,C3N-03180-23,C3N-03182-22
3,C3L-00016-23,C3N-03810-21,C3N-03182-21
4,C3L-00019-21,C3N-03810-22,C3N-03182-23
5,C3L-00019-23,C3N-03810-23,C3L-01043-21
6,C3L-00019-22,C3N-02783-25,C3L-01043-24
7,C3L-00104-21,C3N-02783-21,C3N-04113-21
8,C3L-00278-22,C3N-02783-22,C3N-04113-23
9,C3L-00278-23,C3N-02783-23,C3N-04113-22
10,C3L-00278-21,C3N-02783-24,C3L-01887-21
11,C3L-00349-22,C3N-01814-21,C3L-03260-21
12,C3L-00349-21,C3N-01814-22,C3L-02970-23
13,C3L-00349-23,C3N-01814-23,C3L-02970-21
14,C3L-00349-24,C3N-03792-26,C3L-02970-22
15,C3L-00365-21,C3L-04085-21,C3L-01155-21
16,C3L-00424-22,C3L-04085-22,C3L-01155-22
17,C3L-00424-23,C3L-04085-23,C3L-00265-23
18,C3L-00424-21,C3L-04085-24,C3L-00265-24
19,C3L-00429-21,C3L-04085-25,C3L-00265-21
20,C3L-00429-23,C3N-01816-21,C3L-00265-22
21,C3L-00429-22,C3N-01816-22,C3L-04795-22
22,C3L-00506-21,C3L-03392-21,C3L-04795-21
23,C3L-00506-22,C3L-03392-23,C3L-04795-23
24,C3L-00506-23,C3N-03800-21,C3L-04795-24
25,C3L-00528-22,C3N-03800-22,C3L-04795-25
26,C3L-00528-23,C3N-03800-23,C3N-02255-22
27,C3L-00528-21,C3L-01061-21,C3N-04094-21
28,C3L-00591-21,C3L-01061-22,C3N-04094-22
29,C3L-00591-23,C3N-05135-21,C3N-04094-23
30,C3L-00591-22,C3N-05135-22,C3L-03748-24
31,C3L-00631-22,C3N-01849-24,C3L-03748-21
32,C3L-00631-23,C3N-01849-21,C3L-03748-22
33,C3L-00631-21,C3N-01849-22,C3L-03748-23
34,C3L-00636-21,C3N-01849-23,C3N-01850-21
35,C3L-00636-22,C3L-03744-21,C3N-01850-23
