,train,val,test
0,C3L-00016-21,C3L-03733-21,C3N-05039-21
1,C3L-00016-24,C3N-01515-21,C3N-05039-22
2,C3L-00016-22,C3N-02783-25,C3N-00665-21
3,C3L-00016-23,C3N-02783-21,C3N-00665-22
4,C3L-00019-21,C3N-02783-22,C3N-00665-23
5,C3L-00019-23,C3N-02783-23,C3N-00665-24
6,C3L-00019-22,C3N-02783-24,C3N-01817-21
7,C3L-00104-21,C3L-01154-22,C3N-01817-22
8,C3L-00265-23,C3L-01154-23,C3N-01818-22
9,C3L-00265-24,C3N-00663-21,C3N-01818-21
10,C3L-00265-21,C3N-00663-22,C3N-01818-23
11,C3L-00265-22,C3N-00663-23,C3L-04362-25
12,C3L-00278-22,C3N-00663-24,C3L-04362-21
13,C3L-00278-23,C3N-01197-21,C3L-04362-22
14,C3L-00278-21,C3L-04359-24,C3L-04362-23
15,C3L-00349-22,C3L-04359-21,C3L-04362-24
16,C3L-00349-21,C3L-04359-22,C3N-03001-21
17,C3L-00349-23,C3L-04359-23,C3N-03001-22
18,C3L-00349-24,C3L-04359-25,C3N-03001-23
19,C3L-00365-21,C3N-04312-22,C3N-03001-24
20,C3L-00424-22,C3N-04312-21,C3L-01046-21
21,C3L-00424-23,C3N-04312-23,C3L-01046-24
22,C3L-00424-21,C3L-01839-22,C3N-03792-26
23,C3L-00429-21,C3L-01839-23,C3L-01156-21
24,C3L-00429-23,C3L-06625-21,C3L-01156-22
25,C3L-00429-22,C3L-06625-22,C3L-01043-21
26,C3L-00506-21,C3L-04036-21,C3L-01043-24
27,C3L-00506-22,C3L-04036-22,C3N-01367-22
28,C3L-00506-23,C3L-04036-23,C3N-01856-23
29,C3L-00528-22,C3L-04036-24,C3N-03789-25
30,C3L-00528-23,C3L-04036-25,C3L-02705-21
31,C3L-00528-21,C3N-03755-21,C3L-02705-22
32,C3L-00591-21,C3N-04094-21,C3L-02705-25
33,C3L-00591-23,C3N-04094-22,C3L-02705-23
34,C3L-00591-22,C3N-04094-23,C3L-02705-24
35,C3L-00631-22,C3L-02041-22,C3N-01505-21
36,C3L-00631-23,C3L-02041-21,C3N-04695-23
37,C3L-00631-21,C3L-03400-22,C3N-01857-21
38,C3L-00636-21,C3L-03400-25,C3N-01857-22
39,C3L-00636-22,C3L-02542-23,C3N-02681-22
40,C3L-00636-23,C3L-02542-21,C3L-02900-21
41,C3L-00671-22,C3L-02542-22,C3N-02190-21
42,C3L-00671-23,C3N-02186-23,C3N-02190-22
43,C3L-00671-21,C3N-02186-21,C3N-02190-23
44,C3L-00674-21,C3N-02186-22,C3N-02290-21
45,C3L-00674-22,C3L-01327-21,C3N-02290-29
46,C3L-00677-22,C3N-02286-21,C3N-02290-22
47,C3L-00677-21,C3N-02286-22,C3L-00973-23
48,C3L-01040-22,C3N-02286-23,C3L-00973-27
49,C3L-01040-23,C3N-02769-22,C3L-00973-21
50,C3L-01045-23,C3N-02769-21,C3L-00973-22
51,C3L-01045-24,C3N-02769-23,C3L-00973-24
52,C3L-01048-22,C3L-03642-21,C3L-00973-25
53,C3L-01048-21,C3L-03642-22,C3L-00973-28
54,C3L-01049-21,C3L-03976-25,C3N-02919-22
55,C3L-01049-22,C3L-03976-26,C3N-02919-26
56,C3L-01061-21,C3L-03976-21,C3N-02919-21
57,C3L-01061-22,C3L-03976-22,C3N-02919-23
58,C3L-01142-21,C3L-03976-23,C3N-02919-24
59,C3L-01142-22,C3L-03976-24,C3N-02919-27
60,C3L-01146-22,C3L-03976-27,C3N-02234-21
61,C3L-01146-25,C3L-03976-28,C3N-02234-26
62,C3L-01149-21,C3N-02155-23,C3N-02234-22
63,C3L-01149-22,C3N-02155-26,C3N-02234-23
64,C3L-01155-21,C3N-02155-21,C3N-02234-24
65,C3L-01155-22,C3N-02155-22,C3N-02234-27
66,C3L-01157-23,C3N-02155-24,C3L-02345-22
67,C3L-01157-21,C3N-02155-27,C3L-02345-26
68,C3L-01232-24,C3N-02451-23,C3L-02345-21
69,C3L-01232-22,C3N-02451-26,C3L-02345-23
70,C3L-01834-22,C3N-02451-21,C3N-04166-21
71,C3L-01887-21,C3N-02451-22,C3N-04166-22
72,C3L-02465-22,C3N-02451-27,C3N-04166-23
73,C3L-02465-21,C3L-04040-21,C3N-04166-26
74,C3L-02504-21,C3L-04040-22,C3N-01842-21
75,C3L-02504-22,C3L-04040-23,C3N-01842-22
76,C3L-02642-23,C3L-04040-24,C3N-01842-23
77,C3L-02642-21,C3L-04040-25,C3N-01842-26
78,C3L-02642-22,C3L-04040-26,C3N-02150-24
79,C3L-02642-24,C3L-04040-27,C3N-02150-26
80,C3L-02642-25,C3L-04040-28,C3N-02150-21
81,C3L-02644-22,C3N-02143-23,C3N-02150-22
82,C3L-02644-23,C3N-02143-26,C3N-02150-23
83,C3L-02644-25,C3N-02143-21,C3N-02150-27
84,C3L-02644-21,C3N-02143-22,C3L-03984-21
85,C3L-02644-24,C3N-02143-24,C3L-03984-25
86,C3L-02662-22,C3N-02143-27,C3L-03984-26
87,C3L-02662-23,C3N-03205-21,C3L-03984-22
88,C3L-02662-25,C3N-03205-23,C3L-03984-23
89,C3L-02662-21,C3N-03205-22,C3L-03984-24
90,C3L-02662-24,C3N-02230-21,C3L-03984-27
91,C3L-02704-21,C3N-02230-26,C3L-03984-28
92,C3L-02704-22,C3N-02230-22,C3L-03262-21
93,C3L-02704-23,C3N-02230-23,C3L-03262-23
94,C3L-02704-24,C3N-02230-24,C3L-03262-24
95,C3L-02704-25,C3N-02230-27,C3L-03262-25
96,C3L-02706-21,C3N-02144-22,C3L-03262-22
97,C3L-02706-22,C3N-02144-26,C3L-03262-26
98,C3L-02706-23,C3N-02144-21,C3N-03233-23
99,C3L-02706-24,C3N-02144-23,C3N-03233-26
100,C3L-02706-25,C3N-02144-24,C3N-03233-21
101,C3L-02707-21,C3N-02144-27,C3N-03233-22
102,C3L-02707-22,C3N-00552-22,C3N-01799-22
103,C3L-02707-25,C3N-00552-26,C3N-01799-27
104,C3L-02707-23,C3N-00552-21,C3N-01799-21
105,C3L-02707-24,C3N-00552-23,C3N-01799-26
106,C3L-02708-21,C3N-00552-24,C3N-03222-21
107,C3L-02708-22,C3N-00552-27,C3N-03222-26
108,C3L-02708-23,C3L-00001-21,C3N-03222-22
109,C3L-02708-24,C3L-00001-26,C3N-03222-23
110,C3L-02955-21,C3L-04365-22,C3N-01489-22
111,C3L-02970-23,C3L-04365-24,C3N-01489-27
112,C3L-02970-21,C3L-04365-25,C3N-01489-21
113,C3L-02970-22,C3L-04365-28,C3N-01489-23
114,C3L-02984-22,C3L-04365-21,C3N-01489-24
115,C3L-02984-23,C3L-04365-23,C3N-01489-26
116,C3L-02984-21,C3L-04365-26,C3L-02893-22
117,C3L-02984-25,C3L-04365-27,C3L-02893-26
118,C3L-03260-21,C3L-02958-21,C3N-00175-22
119,C3L-03266-21,C3L-02958-26,C3N-00175-26
120,C3L-03372-24,C3N-01074-21,C3N-00175-21
121,C3L-03372-22,C3N-01074-22,C3N-00175-23
122,C3L-03385-29,C3N-01074-23,C3N-00175-24
123,C3L-03385-26,C3N-01074-24,C3N-00175-27
124,C3L-03387-21,C3N-01074-26,C3N-02192-21
125,C3L-03387-24,C3N-01074-27,C3N-02192-26
126,C3L-03390-23,C3N-03210-22,C3N-02192-22
127,C3L-03390-24,C3N-03210-23,C3N-02192-23
