,train,val,test
0,C3L-00016-21,C3N-03935-21,C3N-02784-21
1,C3L-00016-24,C3N-03935-22,C3N-02784-23
2,C3L-00016-22,C3N-03935-23,C3N-02784-22
3,C3L-00016-23,C3L-01327-21,C3N-02259-21
4,C3L-00019-21,C3N-01816-21,C3N-03453-21
5,C3L-00019-23,C3N-01816-22,C3N-02788-21
6,C3L-00019-22,C3N-04691-21,C3N-02788-23
7,C3L-00104-21,C3N-02769-22,C3N-02788-22
8,C3L-00265-23,C3N-02769-21,C3L-02984-22
9,C3L-00265-24,C3N-02769-23,C3L-02984-23
10,C3L-00265-21,C3N-01369-21,C3L-02984-21
11,C3L-00265-22,C3N-02782-21,C3L-02984-25
12,C3L-00278-22,C3L-02504-21,C3N-04312-22
13,C3L-00278-23,C3L-02504-22,C3N-04312-21
14,C3L-00278-21,C3N-01818-22,C3N-04312-23
15,C3L-00349-22,C3N-01818-21,C3L-04090-21
16,C3L-00349-21,C3N-01818-23,C3L-04090-22
17,C3L-00349-23,C3L-03735-21,C3L-04090-23
18,C3L-00349-24,C3N-03450-22,C3L-04090-24
19,C3L-00365-21,C3N-03450-24,C3L-01043-21
20,C3L-00424-22,C3N-03450-25,C3L-01043-24
21,C3L-00424-23,C3N-03450-26,C3L-01142-21
22,C3L-00424-21,C3N-03450-28,C3L-01142-22
23,C3L-00429-21,C3N-03450-30,C3N-02682-22
24,C3L-00429-23,C3N-03001-21,C3L-03747-21
25,C3L-00429-22,C3N-03001-22,C3L-03747-22
26,C3L-00506-21,C3N-03001-23,C3L-03747-23
27,C3L-00506-22,C3N-03001-24,C3L-00528-22
28,C3L-00506-23,C3N-01856-23,C3L-00528-23
29,C3L-00591-21,C3L-02705-21,C3L-00528-21
30,C3L-00591-23,C3L-02705-22,C3N-05135-21
31,C3L-00591-22,C3L-02705-25,C3N-05135-22
32,C3L-00631-22,C3L-02705-23,C3L-01156-21
33,C3L-00631-23,C3L-02705-24,C3L-01156-22
34,C3L-00631-21,C3L-02706-21,C3N-01517-21
35,C3L-00636-21,C3L-02706-22,C3N-01517-22
36,C3L-00636-22,C3L-02706-23,C3N-01517-23
37,C3L-00636-23,C3L-02706-24,C3N-02188-23
38,C3L-00671-22,C3L-02706-25,C3N-02188-21
39,C3L-00671-23,C3N-03183-22,C3N-02188-22
40,C3L-00671-21,C3N-03183-23,C3L-01149-21
41,C3L-00674-21,C3N-03183-21,C3L-01149-22
