,train,val,test
0,9f905736-f662-41d6-b3ac-16758d_D1_D1,C3L-00093-21,C3N-01417-24
1,93e30fd5-e57e-4503-a175-863c7d_D1_D1,C3L-00093-26,C3N-01417-26
2,5a84eae1-197e-4463-ad65-59becc_D1_D1,C3N-02380-21,C3N-01417-21
3,C3L-00001-21,C3N-02380-22,C3N-01417-22
4,C3L-00001-26,C3N-02380-23,C3N-01417-23
5,C3L-00009-21,C3L-03462-24,C3N-01417-27
6,C3L-00009-26,C3L-03462-21,C3N-02586-21
7,C3L-00083-21,C3L-03462-22,C3N-02586-22
8,C3L-00083-26,C3L-03462-23,C3N-02586-23
9,C3L-00094-21,C3N-03222-21,C3L-02654-22
10,C3L-00094-26,C3N-03222-26,C3L-02654-26
11,C3L-00144-21,C3N-03222-22,C3L-02654-27
12,C3L-00144-26,C3N-03222-23,C3L-02654-28
13,C3L-00263-24,C3L-02165-21,C3L-02654-21
14,C3L-00263-25,C3L-02165-24,C3L-02654-23
15,C3L-00263-28,C3L-02165-22,C3L-02654-24
16,C3L-00263-21,C3L-02165-23,C3L-02654-25
17,C3L-00263-22,C3L-02165-25,C3N-02421-21
18,C3L-00263-23,C3L-02958-21,C3N-02421-22
19,C3L-00263-26,C3L-02958-26,C3N-02421-23
20,C3L-00263-27,C3N-03205-21,C3N-02002-22
21,C3L-00279-22,C3N-03205-23,C3N-02002-23
22,C3L-00279-23,C3N-03205-22,C3N-02002-21
23,C3L-00279-25,C3L-03721-21,C3L-00095-21
24,C3L-00279-21,C3L-03721-22,C3L-00095-26
25,C3L-00279-24,C3L-02834-23,C3L-00095-22
26,C3L-00279-26,C3L-02834-24,C3L-00095-23
27,C3L-00412-21,C3L-02834-25,C3L-00604-21
28,C3L-00412-26,C3L-02834-26,C3L-00604-26
29,C3L-00422-21,C3L-02834-21,C3L-00604-22
30,C3L-00422-22,C3L-02834-22,C3L-00604-23
31,C3L-00422-25,C3N-02193-25,C3L-02661-21
32,C3L-00422-23,C3N-02193-26,C3L-02661-26
33,C3L-00422-24,C3N-02193-27,C3L-02661-22
34,C3L-00422-26,C3N-02193-21,C3L-02661-23
35,C3L-00444-23,C3N-02193-22,C3L-02661-24
36,C3L-00444-28,C3N-02193-23,C3L-02661-25
37,C3L-00444-21,C3N-02193-24,C3L-02661-27
38,C3L-00444-22,C3N-02451-23,C3N-01408-22
